LSOA code,All usual residents aged 16-74 ,Never worked and long term unemployed
E01004075,1486,32
E01032583,1359,105
E01032584,1045,82
E01032637,1187,12
E01032638,1093,9
E01032639,1434,74
E01032640,1172,25
E01032646,1408,42
E01032719,981,92
E01032803,1207,26
E01032834,1064,10
E01033867,1319,66
E01033868,765,19
E01033869,824,46
E01033870,572,36
E01033871,1181,84
E01033872,937,60
E01033873,1390,167
E01033874,0,0
E01033875,504,73
E01033876,424,20
E01033877,809,66
E01033878,774,93
E01033879,1949,285
E01033880,748,60
E01033881,2328,319
E01033882,1102,130
E01033883,778,108
E01033884,606,26
E01033885,1159,82
E01004076,1068,49
E01004077,1136,51
E01004078,1182,66
E01004079,1045,23
E01004080,982,33
E01004081,1070,54
E01004082,1045,29
E01004083,1022,86
E01004084,1091,32
E01004085,1184,44
E01004086,1186,70
E01004087,1106,33
E01004088,1250,146
E01004089,880,75
E01004090,831,93
E01004091,971,13
E01004092,1098,25
E01004093,1105,30
E01004094,1199,23
E01004095,1159,44
E01004096,1102,60
E01004097,1237,37
E01004098,897,43
E01004099,1084,34
E01004100,990,27
E01004101,993,30
E01004102,1000,53
E01004103,1238,50
E01004104,1084,21
E01004105,1332,38
E01004106,1155,21
E01004107,1103,56
E01004108,1160,51
E01004109,1170,46
E01004110,1343,50
E01004111,1027,34
E01004112,1141,23
E01004114,1212,38
E01004115,1239,49
E01004116,1077,26
E01004117,1069,17
E01004118,1226,46
E01004119,1060,25
E01004120,1133,17
E01004121,1153,55
E01004122,1003,36
E01004123,1550,116
E01004124,1294,108
E01004125,1088,73
E01004126,1024,72
E01004127,1157,73
E01004128,1088,62
E01004129,1243,114
E01004130,1170,36
E01004131,1164,48
E01004132,1073,35
E01004133,1054,26
E01004134,1069,39
E01004135,1081,45
E01004136,1172,36
E01004137,1156,45
E01004138,1195,59
E01004139,1038,49
E01004140,1130,99
E01004141,1137,66
E01004143,1074,60
E01004144,1196,62
E01004145,1543,71
E01004146,1184,59
E01004147,1127,52
E01004148,1100,65
E01004149,1241,60
E01004150,1137,55
E01004151,1313,71
E01004152,1137,53
E01004153,1297,58
E01004154,1056,28
E01004155,1212,41
E01004156,1295,66
E01004157,927,30
E01004158,1124,42
E01004159,1121,44
E01004160,1188,47
E01004161,1076,39
E01004162,1157,59
E01004163,1147,42
E01004164,1136,43
E01004165,1256,67
E01004166,1081,42
E01004167,947,56
E01004168,1167,29
E01004169,820,57
E01004170,1336,54
E01004171,1064,33
E01004172,1172,61
E01004173,1015,46
E01004174,1060,35
E01004175,1192,49
E01004176,1073,42
E01004177,1123,83
E01004178,1497,80
E01004179,1164,33
E01004180,1248,50
E01004181,1234,69
E01004182,1077,75
E01004183,1223,83
E01004184,1071,87
E01004185,1047,106
E01004186,1325,58
E01004187,1124,51
E01004189,1313,98
E01004190,1038,26
E01004191,1182,46
E01004192,1441,58
E01004193,1625,59
E01004194,995,29
E01004195,1192,54
E01004196,1076,46
E01032623,1254,37
E01034153,998,42
E01034154,225,23
E01034155,897,56
E01034156,649,43
E01004198,1159,208
E01004199,1107,235
E01004200,1380,91
E01004201,1184,148
E01004202,1406,179
E01004203,1424,137
E01004204,1145,227
E01004205,1541,368
E01004206,1131,236
E01004207,1100,146
E01004208,1721,157
E01004209,951,224
E01004211,1307,133
E01004212,1451,164
E01004214,1163,218
E01004216,1309,91
E01004217,1347,147
E01004218,1424,101
E01004219,1722,293
E01004221,1537,141
E01004222,1797,296
E01004223,1537,187
E01004226,1264,171
E01004228,1493,107
E01004229,1151,140
E01004230,1600,186
E01004231,1249,214
E01004232,1419,90
E01004233,1299,204
E01004234,1780,103
E01004235,935,176
E01004236,1147,262
E01004237,856,119
E01004239,1152,218
E01004240,1226,240
E01004241,1124,237
E01004243,1212,273
E01004244,1264,250
E01004245,988,242
E01004247,1383,292
E01004248,839,183
E01004249,1429,275
E01004251,1471,261
E01004255,1224,243
E01004256,1224,245
E01004257,1258,267
E01004258,1231,102
E01004259,1424,112
E01004260,1282,192
E01004263,1004,160
E01004264,1069,258
E01004266,1193,134
E01004267,1431,187
E01004268,1290,281
E01004270,1856,199
E01004271,1056,198
E01004272,1402,346
E01004274,1497,269
E01004275,1474,105
E01004276,1841,40
E01004277,1474,54
E01004280,1323,186
E01004281,1524,91
E01004283,1695,278
E01004286,1670,348
E01004287,1544,235
E01004288,1071,221
E01004289,1386,203
E01004290,1034,76
E01004291,1601,82
E01004292,1546,58
E01004293,1864,90
E01004295,1030,228
E01004296,1251,163
E01004297,1577,69
E01004298,1245,275
E01004300,966,161
E01004301,932,192
E01004302,1364,289
E01004303,1779,211
E01004304,1418,301
E01004305,1379,245
E01004306,1486,208
E01004307,2031,101
E01004308,1161,193
E01004309,2320,497
E01004310,1647,294
E01004311,1138,168
E01004312,1199,219
E01004313,1504,201
E01004315,1367,179
E01004316,919,142
E01004319,1411,327
E01004321,1445,291
E01004322,997,133
E01004323,1143,190
E01004324,1137,234
E01004326,1124,145
E01032764,1112,80
E01032765,994,97
E01032767,1509,51
E01032768,1172,40
E01032769,1042,87
E01032770,1004,98
E01032771,914,88
E01032772,943,113
E01032774,999,116
E01032775,756,32
E01032776,973,43
E01032777,941,76
E01032779,892,51
E01032780,1209,41
E01032781,1474,71
E01032782,1265,132
E01032783,1412,114
E01032784,1454,110
E01032785,1108,82
E01032786,1118,135
E01032787,1842,380
E01035657,355,17
E01035658,0,0
E01035659,1190,176
E01035660,1057,164
E01035661,796,70
E01035662,1018,12
E01035663,918,46
E01035664,1979,215
E01035665,191,12
E01035666,530,92
E01035667,1286,237
E01035668,1598,178
E01035669,740,43
E01035670,3593,336
E01035671,0,0
E01035672,1770,308
E01035673,0,0
E01035674,477,65
E01035675,995,175
E01035676,883,207
E01035677,436,111
E01035678,598,66
E01035679,878,116
E01035680,1006,113
E01035681,693,179
E01035682,517,114
E01035683,1028,252
E01035684,687,127
E01035685,901,198
E01035686,1423,175
E01035687,726,21
E01035688,0,0
E01035689,1131,101
E01035690,781,56
E01035691,1102,32
E01035692,698,62
E01035693,482,63
E01035694,1327,236
E01035695,1141,211
E01035696,644,35
E01035697,881,86
E01035698,703,52
E01035699,588,59
E01035700,0,0
E01035701,0,0
E01035702,965,54
E01035703,0,0
E01035704,721,82
E01035705,1028,146
E01035706,376,30
E01004327,919,91
E01004328,1439,119
E01004329,1486,156
E01004330,1434,96
E01004331,1388,140
E01004332,1379,160
E01004333,1282,154
E01004334,1056,164
E01004335,1238,212
E01004336,1438,157
E01004337,1436,172
E01004338,1451,132
E01004339,1364,127
E01004340,1406,199
E01004341,1295,205
E01004342,1559,163
E01004343,1310,64
E01004344,1277,158
E01004345,1372,133
E01004346,1165,111
E01004347,1478,113
E01004348,1981,190
E01004349,1018,83
E01004350,1098,76
E01004351,1130,45
E01004352,1380,36
E01004353,1336,67
E01004354,1293,47
E01004355,1164,90
E01004356,1175,97
E01004357,1105,79
E01004358,1200,58
E01004359,1246,57
E01004360,980,51
E01004361,999,52
E01004362,1285,114
E01004363,1184,87
E01004364,1244,171
E01004365,1805,248
E01004366,1440,188
E01004367,1219,175
E01004368,1505,138
E01004369,1328,127
E01004370,1347,111
E01004371,1377,137
E01004372,1398,116
E01004373,1376,151
E01004374,1470,117
E01004375,1447,161
E01004376,1637,170
E01004377,1269,98
E01004378,1354,137
E01004379,1060,40
E01004380,1094,56
E01004381,1326,71
E01004382,1090,132
E01004383,1156,71
E01004384,1248,138
E01004385,963,90
E01004386,1224,41
E01004387,1122,35
E01004388,1110,75
E01004389,1148,94
E01004390,1112,111
E01004391,1429,125
E01004392,1793,206
E01004393,1922,131
E01004394,1350,172
E01004395,1160,86
E01004396,1340,159
E01004397,1870,203
E01004398,1412,212
E01004399,1209,192
E01004400,1267,139
E01004401,1577,129
E01004402,1267,177
E01004403,1267,186
E01004404,1511,186
E01004405,1216,166
E01004406,1424,153
E01004407,1102,280
E01004408,1289,141
E01004409,1273,127
E01004410,1345,182
E01004411,1402,119
E01004412,1322,93
E01004413,1088,107
E01004414,1140,73
E01004415,1138,90
E01004416,1243,86
E01004417,1179,78
E01004418,1194,99
E01004419,993,82
E01004420,1655,284
E01004421,1493,247
E01004422,1186,132
E01004423,1137,203
E01004424,1312,210
E01004425,1499,158
E01004426,1522,196
E01004427,1527,153
E01004428,1208,205
E01004429,1353,158
E01004430,1817,165
E01004432,1263,126
E01004434,1482,192
E01004435,1429,165
E01004436,1343,179
E01004437,1490,175
E01004438,1706,134
E01004439,1275,118
E01004440,1733,179
E01004441,1321,97
E01004442,1421,122
E01004443,1631,238
E01004444,2060,283
E01004445,828,81
E01004446,1433,149
E01004447,1447,152
E01004448,1359,163
E01004449,1261,224
E01004450,1160,45
E01004451,1284,65
E01004452,1165,100
E01004453,1203,94
E01004454,1200,96
E01004455,1124,152
E01004456,1134,164
E01004457,1430,132
E01004458,1400,157
E01004459,1028,209
E01004460,1414,186
E01004462,1362,163
E01004463,1525,101
E01004464,1105,160
E01004465,1096,106
E01004466,1246,88
E01004467,1530,159
E01004468,1206,72
E01004469,1140,199
E01004470,1112,130
E01004471,1218,164
E01034485,1609,145
E01034486,0,0
E01034487,621,111
E01034488,1138,222
E01004472,1649,56
E01004473,1422,44
E01004474,1656,69
E01004475,1178,56
E01004476,1200,55
E01004477,1194,20
E01004478,1077,33
E01004479,1167,35
E01004480,1418,35
E01004481,1460,61
E01004482,1250,56
E01004483,1746,65
E01004484,1284,62
E01004485,1331,59
E01004486,1261,44
E01004487,1281,107
E01004488,1197,68
E01004489,1116,43
E01004490,1190,31
E01004491,1770,94
E01004492,1423,74
E01004493,1469,76
E01004494,1377,83
E01004495,1184,139
E01004496,1743,63
E01004497,1062,50
E01004498,1433,37
E01004499,1321,47
E01004500,1360,46
E01004501,1267,70
E01004502,1279,27
E01004503,1348,69
E01004504,1134,69
E01004505,1329,41
E01004506,1605,46
E01004507,1564,38
E01004508,1754,51
E01004510,1686,50
E01004511,1443,12
E01004512,1140,41
E01004513,1466,93
E01004514,1435,42
E01004515,1438,70
E01004516,1324,63
E01004517,1508,117
E01004518,1284,93
E01004519,1271,88
E01004520,965,79
E01004521,1452,133
E01004522,1199,105
E01004523,1172,70
E01004524,1197,165
E01004525,1497,120
E01004526,1298,112
E01004527,1260,100
E01004528,1147,118
E01004529,1666,95
E01004530,1511,106
E01004531,1268,102
E01004532,1166,74
E01004533,1057,100
E01004534,1578,37
E01004535,1230,187
E01004536,1688,124
E01004537,1441,153
E01004538,1546,122
E01004539,1470,170
E01004540,1657,105
E01004541,1267,136
E01004542,1234,33
E01004543,1364,22
E01004544,1165,39
E01004545,1414,25
E01004546,1241,49
E01004547,1072,86
E01004548,1760,85
E01004549,1311,65
E01004550,1014,53
E01004551,1552,63
E01004552,1799,35
E01004553,1373,44
E01004554,1240,18
E01004555,1178,28
E01004556,1148,22
E01004557,1156,42
E01004558,1251,38
E01004559,985,23
E01004560,1661,73
E01004563,1551,136
E01004564,1792,74
E01004565,1185,51
E01004566,1299,35
E01004567,1745,170
E01004568,1343,113
E01004569,1942,154
E01004570,1423,127
E01004571,1562,152
E01004572,978,68
E01004573,1248,92
E01004574,1246,167
E01004575,1355,109
E01004576,1144,84
E01004577,1559,51
E01004579,1279,72
E01004580,1701,81
E01004581,1551,78
E01004582,1741,77
E01004583,1393,63
E01004584,1237,155
E01004585,1595,47
E01004586,1597,34
E01004587,1439,39
E01004588,1657,41
E01004589,1403,20
E01004590,1379,95
E01004591,1503,79
E01004592,1308,70
E01004593,1512,54
E01004594,1250,47
E01004595,1442,42
E01004596,1224,22
E01004597,1364,47
E01004598,1512,37
E01004599,1086,24
E01004601,1754,112
E01004602,1376,28
E01004604,1200,28
E01004605,1339,51
E01004606,1398,20
E01004607,1330,28
E01004608,1391,50
E01004609,1854,34
E01004610,1544,105
E01004611,1228,94
E01004612,1348,149
E01004613,1215,126
E01004614,1695,110
E01004615,1284,143
E01004616,1793,138
E01004617,1369,110
E01004618,1214,65
E01004619,1028,31
E01004620,1277,49
E01004621,1319,60
E01004622,2041,298
E01004623,1316,46
E01004624,1255,59
E01004625,962,20
E01004626,1441,57
E01004627,1222,39
E01004628,1880,151
E01004629,1192,55
E01004630,1263,135
E01004631,1133,90
E01004632,1142,43
E01004633,1195,122
E01004634,1207,72
E01004635,1294,97
E01004636,1134,67
E01004637,1133,84
E01004638,1046,46
E01004639,1384,55
E01004640,1415,42
E01004641,1443,61
E01004642,1398,78
E01004643,1499,129
E01004644,1449,80
E01004645,1423,160
E01033098,926,31
E01033099,863,48
E01033100,1050,70
E01033132,904,50
E01033133,1043,32
E01033135,874,13
E01035488,888,17
E01035489,218,7
E01035490,1052,26
E01035491,1166,25
E01035492,255,3
E01035493,808,30
E01035494,641,17
E01035495,938,121
E01035496,328,12
E01035497,0,0
E01035498,0,0
E01035499,1067,112
E01004646,1116,99
E01004647,1081,99
E01004648,1840,138
E01004649,1248,103
E01004650,1536,105
E01004651,1610,105
E01004652,1585,120
E01004653,1461,62
E01004654,1938,76
E01004656,1773,136
E01004657,1255,57
E01004658,1328,152
E01004659,1560,79
E01004660,1448,100
E01004661,1576,161
E01004662,1645,73
E01004663,1321,108
E01004665,998,180
E01004668,1023,85
E01004669,1209,143
E01004670,1779,529
E01004674,1519,285
E01004675,1760,276
E01004676,1349,130
E01004677,1512,151
E01004678,1542,196
E01004679,1605,228
E01004680,1186,78
E01004681,1862,123
E01004682,1386,81
E01004683,1341,95
E01004684,1274,199
E01004686,1237,258
E01004687,1316,77
E01004690,1089,71
E01004691,1256,112
E01004692,1266,119
E01004693,1140,52
E01004694,1565,73
E01004695,1132,56
E01004696,1171,172
E01004697,1280,84
E01004698,1362,60
E01004699,1997,125
E01004700,1489,72
E01004701,1296,83
E01004702,1848,385
E01004703,1750,135
E01004705,1165,63
E01004706,1318,51
E01004707,1704,103
E01004708,1341,117
E01004709,1146,123
E01004710,1133,193
E01004711,1290,171
E01004712,1468,61
E01004713,1554,47
E01004714,1864,94
E01004715,993,78
E01004716,1722,73
E01004717,1326,33
E01004718,1505,204
E01004719,1391,177
E01004720,1427,211
E01004721,1497,270
E01004722,1769,391
E01004723,1757,238
E01004724,1365,119
E01004725,1170,174
E01004726,1370,123
E01004727,1684,110
E01004728,1194,118
E01004729,1198,130
E01004730,1227,117
E01004731,1575,79
E01004732,1153,173
E01004733,1664,95
E01004734,1735,127
E01004735,1640,86
E01004736,1589,47
E01004737,980,70
E01004740,1140,115
E01004741,1018,64
E01004742,1233,48
E01004743,1106,102
E01004744,1049,59
E01004746,1076,103
E01004747,1819,153
E01004748,1183,49
E01004749,2043,107
E01004750,1425,102
E01004751,1475,63
E01004752,1386,101
E01004753,1605,69
E01004754,1067,212
E01004755,1387,253
E01004756,1831,202
E01004757,1140,235
E01004760,1270,148
E01004761,1678,95
E01004762,1729,137
E01004763,2023,103
E01004765,1762,123
E01032512,1746,397
E01032513,927,155
E01033593,910,147
E01033594,1176,126
E01033597,601,42
E01033598,887,222
E01033599,1062,144
E01033601,1095,189
E01033602,1116,267
E01033603,1108,165
E01033604,1010,161
E01033605,1452,312
E01035715,2277,143
E01035716,2059,151
E01035717,1941,110
E01035718,2752,128
E01035719,836,56
E01035720,893,50
E01035721,2155,186
E01035722,2283,63
