LSOA Code,2011_summary,2021_summary,Population_2021,Population_2011,crime_2011,crime_2021
E01000442,50,50,1723,1611,0.031036623215394164,0.02901915264074289
E01000443,42,42,1320,1271,0.03304484657749803,0.031818181818181815
E01000444,35,59,1620,1635,0.021406727828746176,0.03641975308641975
E01000445,46,81,1668,1638,0.028083028083028084,0.048561151079136694
E01000446,28,63,1524,1571,0.01782304264799491,0.04133858267716536
E01000447,203,162,1954,1546,0.1313065976714101,0.08290685772773797
E01000448,26,38,1352,1335,0.01947565543071161,0.028106508875739646
E01000449,30,41,1598,1492,0.020107238605898123,0.025657071339173967
E01000450,57,70,1783,1837,0.031028851388132824,0.03925967470555244
E01000451,40,46,1767,1702,0.023501762632197415,0.02603282399547255
E01000452,31,49,1410,1427,0.021723896285914507,0.03475177304964539
E01000453,54,43,1490,1473,0.03665987780040733,0.028859060402684565
E01000454,46,119,1631,1574,0.029224904701397714,0.07296137339055794
E01000455,48,51,1778,1708,0.02810304449648712,0.028683914510686165
E01000456,24,41,1385,1435,0.016724738675958188,0.0296028880866426
E01000457,198,268,2172,1794,0.11036789297658862,0.12338858195211787
E01000458,28,56,1546,1461,0.019164955509924708,0.03622250970245795
E01000459,94,105,1859,1687,0.05572021339656195,0.056481979558902634
E01000460,31,34,1258,1351,0.0229459659511473,0.02702702702702703
E01000461,28,49,1677,1665,0.016816816816816817,0.029218843172331546
E01000462,133,164,2092,1631,0.0815450643776824,0.07839388145315487
E01000463,31,28,1232,1256,0.024681528662420384,0.022727272727272728
E01000464,93,77,1509,1446,0.06431535269709543,0.051027170311464545
E01000465,73,166,1694,1547,0.04718810601163542,0.09799291617473435
E01000466,148,170,1705,1665,0.08888888888888889,0.09970674486803519
E01000467,110,86,1686,1653,0.06654567453115548,0.051008303677342826
E01000468,144,182,2941,2787,0.05166846071044134,0.06188371302278137
E01000469,100,86,1725,1671,0.059844404548174746,0.049855072463768114
E01000470,162,122,1284,1456,0.11126373626373626,0.09501557632398754
E01000471,56,47,1726,1643,0.03408399269628728,0.027230590961761298
E01000472,213,203,2402,1356,0.1570796460176991,0.08451290591174021
E01000473,235,222,2678,1894,0.12407602956705385,0.08289768483943241
E01000474,71,65,2288,2015,0.03523573200992556,0.028409090909090908
E01000475,208,214,2115,1984,0.10483870967741936,0.10118203309692671
E01000476,97,77,2174,1624,0.05972906403940887,0.03541858325666973
E01000477,192,123,2318,1920,0.1,0.05306298533218291
E01000478,103,97,2500,1649,0.0624620982413584,0.0388
E01000479,86,74,1750,1657,0.05190102595051298,0.04228571428571429
E01000480,92,67,1672,1753,0.052481460353679406,0.04007177033492823
E01000481,85,112,1630,1546,0.054980595084087966,0.0687116564417178
E01000483,212,180,1840,1756,0.12072892938496584,0.09782608695652174
E01000484,59,119,1786,1232,0.04788961038961039,0.06662933930571109
E01000485,44,61,1611,1369,0.03214024835646457,0.03786468032278088
E01000486,54,56,1687,1713,0.03152364273204904,0.03319502074688797
E01000487,93,131,1976,1897,0.04902477596204533,0.06629554655870445
E01000488,77,89,1650,1581,0.048703352308665404,0.05393939393939394
E01000489,131,107,1723,1587,0.08254568367989919,0.062100986651189787
E01000490,211,238,1755,1611,0.13097454996896338,0.1356125356125356
E01000491,134,127,2050,2002,0.06693306693306693,0.06195121951219512
E01000492,60,73,1296,1320,0.045454545454545456,0.05632716049382716
E01000493,88,63,1593,1638,0.05372405372405373,0.03954802259887006
E01000494,106,89,1751,1745,0.06074498567335244,0.0508280982295831
E01000495,189,135,1582,1587,0.11909262759924386,0.08533501896333755
E01000497,255,211,2065,1758,0.14505119453924914,0.10217917675544794
E01000498,86,109,1674,1684,0.0510688836104513,0.06511350059737156
E01000499,208,173,1879,1738,0.11967779056386652,0.0920702501330495
E01000501,143,105,2021,1877,0.0761854022376132,0.05195447798119743
E01000502,112,136,1855,1399,0.08005718370264475,0.07331536388140161
E01000503,130,112,2112,1981,0.06562342251388188,0.05303030303030303
E01000504,129,122,1791,1689,0.0763765541740675,0.06811836962590731
E01000505,89,78,1673,1675,0.05313432835820896,0.04662283323371189
E01000506,244,189,1633,1681,0.1451516954193932,0.1157379056950398
E01000507,91,124,1623,1642,0.055420219244823384,0.07640172520024646
E01000508,304,302,2658,1969,0.15439309294057899,0.11361926260346125
E01000509,98,107,1447,1454,0.06740027510316368,0.07394609536973047
E01000510,292,340,1700,1684,0.17339667458432304,0.2
E01000511,102,113,1782,1631,0.06253832004904966,0.06341189674523008
E01000512,127,134,1716,1720,0.07383720930232558,0.0780885780885781
E01000513,92,70,1702,1700,0.05411764705882353,0.041128084606345476
E01000514,76,62,1538,1515,0.050165016501650166,0.04031209362808843
E01000515,158,154,1871,1710,0.09239766081871345,0.08230892570817744
E01000516,193,157,2300,1717,0.11240535818287711,0.06826086956521739
E01000517,115,104,1608,1615,0.07120743034055728,0.06467661691542288
E01000518,87,100,1924,1672,0.05203349282296651,0.05197505197505198
E01000519,101,101,1956,1934,0.05222337125129266,0.0516359918200409
E01000520,108,111,1667,1634,0.06609547123623011,0.0665866826634673
E01000521,403,284,2291,2190,0.18401826484018266,0.12396333478830206
E01000522,153,100,2065,1928,0.07935684647302904,0.048426150121065374
E01000523,289,267,2296,2605,0.1109404990403071,0.11628919860627178
E01000524,506,496,2384,2519,0.20087336244541484,0.2080536912751678
E01000525,166,150,1877,1997,0.08312468703054582,0.07991475759190197
E01000526,329,253,2190,2271,0.1448701012769705,0.11552511415525114
E01000527,147,168,1875,2174,0.06761729530818768,0.0896
E01000528,152,149,1709,1496,0.10160427807486631,0.0871854885898186
E01000530,106,80,1804,1831,0.05789186237028946,0.04434589800443459
E01000531,142,175,1804,2088,0.06800766283524905,0.09700665188470066
E01000532,113,99,1547,1637,0.06902871105681124,0.06399482870071105
E01000533,296,270,2164,2267,0.1305690339655933,0.12476894639556377
E01000534,113,86,1750,1780,0.06348314606741573,0.04914285714285714
E01000535,171,156,2044,2182,0.07836846929422549,0.07632093933463796
E01000536,134,105,1558,1578,0.08491761723700887,0.06739409499358151
E01000538,67,69,1627,1582,0.042351453855878636,0.04240934234787953
E01000539,54,55,1624,1542,0.03501945525291829,0.033866995073891626
E01000540,43,44,1477,1494,0.028781793842034806,0.02979011509817197
E01000541,110,101,1430,1406,0.07823613086770982,0.07062937062937064
E01000543,147,141,1629,1603,0.09170305676855896,0.0865561694290976
E01000544,134,103,1752,1789,0.07490217998882057,0.05878995433789954
E01000545,324,238,1914,1822,0.1778265642151482,0.12434691745036573
E01000546,95,178,1620,1654,0.05743651753325272,0.10987654320987654
E01000547,80,91,1660,1790,0.0446927374301676,0.054819277108433734
E01000548,447,291,1934,2062,0.21677982541222116,0.15046535677352638
E01000549,90,106,1783,1945,0.04627249357326478,0.05945036455412227
E01000550,192,210,2025,1973,0.09731373542828181,0.1037037037037037
E01000551,207,154,2895,2210,0.09366515837104072,0.05319516407599309
E01000552,147,68,1501,1820,0.08076923076923077,0.04530313124583611
E01000553,186,221,2038,2113,0.08802650260293422,0.1084396467124632
E01000554,128,121,1999,1865,0.06863270777479893,0.060530265132566284
E01000555,78,103,1631,1502,0.05193075898801598,0.06315144083384426
E01000556,248,270,2064,1896,0.1308016877637131,0.1308139534883721
E01000557,100,145,1847,1878,0.05324813631522897,0.07850568489442339
E01000558,165,132,1366,1513,0.10905485789821547,0.09663250366032211
E01000559,124,128,1377,1425,0.08701754385964912,0.09295570079883805
E01000560,116,113,1552,1631,0.07112201103617413,0.07280927835051547
E01000561,151,129,1921,1814,0.08324145534729879,0.06715252472670484
E01000562,83,50,1503,1549,0.05358295674628793,0.0332667997338656
E01000563,98,60,1596,1476,0.06639566395663957,0.03759398496240601
E01000564,96,118,1639,1574,0.060991105463786534,0.07199511897498474
E01000565,135,92,1558,1478,0.09133964817320704,0.059050064184852376
E01000566,73,53,1576,1537,0.04749512036434613,0.03362944162436548
E01000567,82,63,1408,1381,0.05937726285300507,0.044744318181818184
E01000568,219,378,2219,2273,0.0963484381874175,0.17034700315457413
E01000569,73,66,1460,1566,0.04661558109833972,0.045205479452054796
E01000570,103,87,1536,1580,0.06518987341772152,0.056640625
E01000571,145,144,1791,1717,0.0844496214327315,0.08040201005025126
E01000572,62,50,1489,1487,0.04169468728984533,0.0335795836131632
E01000573,64,56,1691,1603,0.039925140361821584,0.03311649911295092
E01000574,55,46,1651,1357,0.040530582166543844,0.02786190187764991
E01000575,181,127,2141,1875,0.09653333333333333,0.059318075665576835
E01000576,111,76,1842,1661,0.06682721252257676,0.04125950054288816
E01000577,190,165,2523,2425,0.07835051546391752,0.06539833531510107
E01000578,179,236,2315,1824,0.0981359649122807,0.10194384449244061
E01000579,121,91,1560,1673,0.07232516437537358,0.058333333333333334
E01000580,197,222,2090,1985,0.09924433249370278,0.10622009569377991
E01000581,134,94,1477,1559,0.08595253367543297,0.06364251861882193
E01000582,115,124,1837,1848,0.06222943722943723,0.06750136091453457
E01000583,301,177,2028,2286,0.13167104111986003,0.08727810650887574
E01000584,71,67,1579,1706,0.041617819460726846,0.04243191893603546
E01000585,68,57,1519,1814,0.037486218302094816,0.037524687294272545
E01000586,422,375,2370,2467,0.17105796513984597,0.15822784810126583
E01000587,165,68,1633,1710,0.09649122807017543,0.041641151255358236
E01000589,181,139,2547,1932,0.09368530020703934,0.05457400863761288
E01000590,86,60,1953,1797,0.047857540345019475,0.030721966205837174
E01000591,178,191,2199,2079,0.08561808561808562,0.08685766257389722
E01000592,126,101,1818,1621,0.07772979642196175,0.05555555555555555
E01000593,61,93,2098,2139,0.02851799906498364,0.04432793136320305
E01000594,200,126,1817,1700,0.11764705882352941,0.0693450742982939
E01000595,144,131,1789,1684,0.0855106888361045,0.07322526551145891
E01000596,161,178,1837,1698,0.09481743227326266,0.09689711486118671
E01000599,123,108,1890,1316,0.09346504559270517,0.05714285714285714
E01000601,494,628,1392,1515,0.32607260726072607,0.4511494252873563
E01000602,146,118,1449,1543,0.09462086843810759,0.08143547273982056
E01000603,91,121,1435,1493,0.06095110515740121,0.0843205574912892
E01000604,140,98,1736,1769,0.0791407574901074,0.056451612903225805
E01000605,127,117,1749,1668,0.07613908872901679,0.06689536878216124
E01000606,61,77,1846,1716,0.035547785547785545,0.04171180931744312
E01000607,135,82,2547,2231,0.06051098162259077,0.03219473890851983
E01000608,322,229,2330,2269,0.14191273688849715,0.0982832618025751
E01000609,139,93,2064,2091,0.06647537063605931,0.04505813953488372
E01000610,96,100,2205,1938,0.04953560371517028,0.045351473922902494
E01000611,96,70,1902,1424,0.06741573033707865,0.03680336487907466
E01000612,93,85,1765,1660,0.05602409638554217,0.04815864022662889
E01000613,82,67,1741,1675,0.04895522388059702,0.03848363009764503
E01000615,292,315,3200,1611,0.18125387957790193,0.0984375
E01000616,103,86,1953,1753,0.058756417569880204,0.044034818228366614
E01000617,127,104,2228,1752,0.07248858447488585,0.0466786355475763
E01000618,80,57,1699,1641,0.04875076173065204,0.033549146556798116
E01000619,79,43,1714,1653,0.04779189352692075,0.025087514585764293
E01000620,92,76,1765,1716,0.053613053613053616,0.04305949008498584
E01000621,128,104,1811,1788,0.07158836689038031,0.05742683600220872
E01000622,92,100,1952,1592,0.05778894472361809,0.05122950819672131
E01000623,97,95,1891,1771,0.054771315640880856,0.05023796932839767
E01000624,96,62,1756,1685,0.05697329376854599,0.03530751708428246
E01000625,100,82,1697,1507,0.06635700066357,0.04832056570418385
E01000626,120,134,1521,1502,0.07989347536617843,0.0880999342537804
E01000627,189,173,2084,1901,0.09942135718043135,0.08301343570057582
E01000628,212,334,1760,1896,0.11181434599156118,0.18977272727272726
E01000629,106,103,1969,1919,0.055237102657634186,0.052310817673946165
E01000630,242,297,2674,2265,0.10684326710816777,0.11106955871353777
E01000631,217,201,2066,1889,0.11487559555320276,0.09728944820909971
E01000632,147,143,2499,2092,0.07026768642447419,0.05722288915566227
E01000633,272,228,2602,1986,0.13695871097683787,0.08762490392006149
E01000634,168,111,2634,2350,0.07148936170212766,0.04214123006833713
E01000636,203,154,2628,1787,0.11359820928931169,0.05859969558599695
E01000637,99,83,1506,1684,0.058788598574821854,0.0551128818061089
E01000638,164,168,2134,1945,0.08431876606683805,0.07872539831302718
E01000639,83,87,1738,1771,0.04686617730095991,0.05005753739930955
E01000640,293,215,2248,2130,0.13755868544600938,0.09564056939501779
E01000641,120,156,1950,1956,0.06134969325153374,0.08
E01000642,356,314,2212,2070,0.17198067632850242,0.14195298372513562
E01000643,375,217,2200,2141,0.17515179822512844,0.09863636363636363
E01000644,182,153,1910,1951,0.09328549461814455,0.08010471204188482
E01000645,50,58,1437,1375,0.03636363636363636,0.04036186499652053
E01000646,139,90,1795,1648,0.08434466019417476,0.05013927576601671
E01000647,27,60,1695,1620,0.016666666666666666,0.035398230088495575
E01000648,110,124,1920,1748,0.06292906178489703,0.06458333333333334
E01000649,65,58,2066,1980,0.03282828282828283,0.028073572120038724
E01000650,58,50,1816,1916,0.030271398747390398,0.02753303964757709
E01000651,49,80,1719,1626,0.03013530135301353,0.04653868528214078
E01000652,72,47,1700,1631,0.04414469650521153,0.027647058823529413
E01000653,56,57,1527,1577,0.03551046290424857,0.03732809430255403
E01000654,40,37,1275,1275,0.03137254901960784,0.029019607843137254
E01000655,36,60,1326,1323,0.027210884353741496,0.04524886877828054
E01000656,59,56,1489,1403,0.042052744119743406,0.03760913364674278
E01000657,172,128,1566,1598,0.10763454317897372,0.08173690932311622
E01000658,49,49,1342,1351,0.03626943005181347,0.03651266766020864
E01000659,42,47,1422,1467,0.028629856850715747,0.03305203938115331
E01000661,148,245,2834,1605,0.09221183800623053,0.08645024700070572
E01000662,76,99,1823,1741,0.043653072946582425,0.05430608886450905
E01000663,57,92,1699,1631,0.03494788473329246,0.05414949970570924
E01000664,74,70,1641,1614,0.04584882280049566,0.042656916514320534
E01000665,117,100,1857,1822,0.06421514818880351,0.053850296176628974
E01000666,109,86,1918,1821,0.05985722130697419,0.04483837330552659
E01000667,47,78,1656,1618,0.02904820766378245,0.04710144927536232
E01000668,141,163,2199,1629,0.0865561694290976,0.07412460209185993
E01000669,52,90,1774,1682,0.030915576694411414,0.05073280721533258
E01000670,79,109,1919,1944,0.04063786008230453,0.05680041688379364
E01000671,96,174,2271,1754,0.05473204104903079,0.07661822985468957
E01000672,123,101,1674,1520,0.08092105263157895,0.06033452807646356
E01000673,77,79,1653,1571,0.049013367281986,0.04779189352692075
E01000674,88,122,1681,1573,0.055944055944055944,0.0725758477096966
E01000676,899,1220,2046,1760,0.5107954545454545,0.5962854349951124
E01000677,339,483,1899,1798,0.1885428253615128,0.25434439178515006
E01000678,69,83,1818,1717,0.0401863715783343,0.04565456545654566
E01000679,69,65,1810,1669,0.04134212103055722,0.03591160220994475
E01000680,110,60,1664,1604,0.0685785536159601,0.036057692307692304
E01000681,25,30,1763,1702,0.014688601645123384,0.017016449234259785
E01000682,54,48,1586,1521,0.03550295857988166,0.03026481715006305
E01000683,26,44,1705,1596,0.016290726817042606,0.025806451612903226
E01000684,50,29,2116,2045,0.02444987775061125,0.013705103969754254
E01000685,88,62,1612,1566,0.0561941251596424,0.038461538461538464
E01000686,53,31,1509,1505,0.03521594684385382,0.02054340622929092
E01000687,66,61,1530,1605,0.041121495327102804,0.03986928104575163
E01000688,41,40,1366,1366,0.030014641288433383,0.029282576866764276
E01000689,152,65,1625,1379,0.11022480058013052,0.04
E01000690,45,54,1432,1405,0.03202846975088968,0.03770949720670391
E01000691,56,58,1526,1443,0.038808038808038806,0.03800786369593709
E01000692,153,106,1669,1579,0.09689677010766308,0.06351108448172559
E01000693,240,134,1481,1602,0.149812734082397,0.09047940580688724
E01000694,48,61,2271,1621,0.02961135101789019,0.02686041391457508
E01000695,49,51,1518,1496,0.032754010695187165,0.03359683794466403
E01000696,105,89,1628,1517,0.06921555702043507,0.05466830466830467
E01000697,76,58,1812,1622,0.0468557336621455,0.03200883002207505
E01000698,52,56,1193,1184,0.04391891891891892,0.04694048616932104
E01000699,129,122,1440,1456,0.0885989010989011,0.08472222222222223
E01000700,44,77,1520,1519,0.028966425279789335,0.0506578947368421
E01000701,50,51,1434,1335,0.03745318352059925,0.03556485355648536
E01000702,37,44,1405,1332,0.027777777777777776,0.03131672597864769
E01000703,97,147,1727,1616,0.06002475247524752,0.08511870295309786
E01000704,87,89,1492,1453,0.05987611837577426,0.0596514745308311
E01000705,81,83,1348,1317,0.06150341685649203,0.06157270029673591
