LSOA Code,2011_summary,2021_summary,Population_2021,Population_2011,crime_2011,crime_2021
E01002662,215,162,2499,2027,0.10606808090774544,0.06482593037214886
E01002663,128,88,2189,2078,0.061597690086621755,0.04020100502512563
E01002665,112,106,1712,1625,0.06892307692307692,0.06191588785046729
E01002666,104,101,1893,1612,0.06451612903225806,0.05335446381405177
E01002667,120,138,2244,1582,0.07585335018963338,0.06149732620320856
E01002668,154,133,2278,2028,0.07593688362919132,0.058384547848990345
E01002669,100,86,1930,1785,0.056022408963585436,0.04455958549222798
E01002670,104,88,1948,1739,0.05980448533640023,0.045174537987679675
E01002671,67,76,1852,1668,0.04016786570743405,0.04103671706263499
E01002672,256,204,1597,1583,0.16171825647504737,0.12773951158422042
E01002673,76,83,1628,1641,0.04631322364411944,0.05098280098280098
E01002674,82,64,2118,1717,0.047757716948165406,0.030217186024551465
E01002675,93,95,2568,2462,0.03777416734362307,0.03699376947040498
E01002676,113,103,1612,1708,0.0661592505854801,0.06389578163771713
E01002677,145,199,2048,1571,0.09229789942711648,0.09716796875
E01002678,318,401,2007,1862,0.17078410311493017,0.1998006975585451
E01002679,116,140,1884,1788,0.06487695749440715,0.07430997876857749
E01002680,193,145,2086,1952,0.09887295081967214,0.06951102588686481
E01002681,262,435,2424,2065,0.12687651331719127,0.17945544554455445
E01002682,166,141,2333,2327,0.07133648474430597,0.060437205315045005
E01002686,148,187,1795,1770,0.08361581920903954,0.10417827298050139
E01002687,117,80,1662,1711,0.06838106370543542,0.048134777376654635
E01002689,72,82,1578,1590,0.045283018867924525,0.051964512040557666
E01002690,80,104,1408,1472,0.05434782608695652,0.07386363636363637
E01002691,115,130,1635,1602,0.07178526841448189,0.07951070336391437
E01002692,204,245,2122,1793,0.11377579475738984,0.11545711592836946
E01002693,335,290,1822,1688,0.19845971563981044,0.15916575192096596
E01002694,96,101,1648,1529,0.06278613472858077,0.06128640776699029
E01002695,450,332,1483,1718,0.2619324796274738,0.22387053270397841
E01002696,806,571,1788,1820,0.44285714285714284,0.3193512304250559
E01002697,171,203,2014,2099,0.081467365412101,0.10079443892750745
E01002698,125,148,2008,2066,0.060503388189738626,0.07370517928286853
E01002699,137,101,1508,1501,0.09127248500999334,0.06697612732095491
E01002700,100,87,1398,1481,0.0675219446320054,0.06223175965665236
E01002701,210,212,1458,1592,0.13190954773869346,0.14540466392318244
E01002702,205,217,2432,1967,0.10421962379257753,0.08922697368421052
E01002703,110,183,2348,1642,0.06699147381242387,0.07793867120954004
E01002704,988,868,2341,2194,0.45031905195989064,0.37078171721486547
E01002706,277,183,2033,2016,0.13740079365079366,0.09001475651746188
E01002707,202,202,1825,1746,0.1156930126002291,0.11068493150684931
E01002708,205,198,2107,1987,0.10317060895822848,0.09397247271001424
E01002709,124,109,1709,1769,0.07009609949123799,0.06377998829724986
E01002710,182,142,1610,1674,0.1087216248506571,0.08819875776397515
E01002711,634,416,2052,1948,0.32546201232032856,0.20272904483430798
E01002712,192,275,1370,1782,0.10774410774410774,0.20072992700729927
E01002713,119,201,2875,1554,0.07657657657657657,0.06991304347826087
E01002714,148,132,1544,1705,0.08680351906158358,0.08549222797927461
E01002715,110,118,1688,1516,0.07255936675461741,0.06990521327014218
E01002716,274,231,2297,2289,0.11970292704237659,0.10056595559425337
E01002717,89,76,1247,1316,0.067629179331307,0.06094627105052125
E01002718,106,107,1582,1669,0.06351108448172559,0.06763590391908976
E01002719,169,172,1467,1494,0.11311914323962517,0.11724608043626449
E01002720,262,252,2085,2308,0.11351819757365685,0.12086330935251799
E01002721,110,156,1604,1668,0.06594724220623502,0.09725685785536159
E01002722,100,182,1447,1310,0.07633587786259542,0.12577747062888736
E01002723,214,181,1674,1534,0.1395045632333768,0.1081242532855436
E01002724,1092,458,1943,1979,0.5517938352703385,0.2357179619145651
E01002725,120,83,1340,1453,0.08258774948382656,0.06194029850746269
E01002726,370,269,1714,1691,0.21880544056771142,0.15694282380396732
E01002727,153,119,1528,1625,0.09415384615384616,0.07787958115183247
E01002728,159,131,1285,1652,0.09624697336561744,0.10194552529182879
E01002729,172,154,1556,1590,0.10817610062893082,0.09897172236503857
E01002730,317,273,1770,1791,0.17699609156895588,0.15423728813559323
E01002732,244,179,1837,1847,0.1321061180292366,0.09744148067501361
E01002733,121,70,1414,1398,0.08655221745350501,0.04950495049504951
E01002734,417,640,2363,1686,0.24733096085409254,0.2708421498095641
E01002735,236,329,2954,1647,0.143290831815422,0.11137440758293839
E01002736,94,117,1513,1559,0.06029506093649775,0.07732980832782552
E01002737,170,132,1953,1947,0.08731381612737545,0.06758832565284179
E01002738,155,169,1866,1783,0.08693213684800898,0.09056806002143623
E01002739,163,161,1852,1840,0.08858695652173913,0.08693304535637149
E01002740,282,341,2255,1833,0.15384615384615385,0.15121951219512195
E01002741,105,149,1555,1514,0.06935270805812417,0.09581993569131833
E01002742,110,122,2000,1557,0.07064868336544637,0.061
E01002743,118,89,1516,1661,0.07104154124021674,0.05870712401055409
E01002744,145,108,1308,1448,0.10013812154696132,0.08256880733944955
E01002745,98,108,1443,1470,0.06666666666666667,0.07484407484407485
E01002747,148,186,1635,1636,0.09046454767726161,0.11376146788990826
E01002748,222,227,1637,1471,0.15091774303195105,0.1386682956627978
E01002749,85,93,1528,1313,0.06473724295506474,0.06086387434554974
E01002751,157,174,1807,1801,0.08717379233759023,0.09629219701162148
E01002752,96,105,1631,1522,0.06307490144546649,0.06437768240343347
E01002753,63,96,1466,1434,0.043933054393305436,0.06548431105047749
E01002754,118,83,1535,1513,0.07799074686054197,0.054071661237785014
E01002755,103,83,1304,1333,0.07726931732933233,0.06365030674846625
E01002756,105,101,1298,1332,0.07882882882882883,0.07781201848998459
E01002757,103,102,1450,1435,0.07177700348432056,0.0703448275862069
E01002758,151,155,1741,1574,0.09593392630241424,0.08902929350947732
E01002759,97,65,1514,1640,0.05914634146341463,0.042932628797886396
E01002760,110,114,1728,1543,0.0712896953985742,0.06597222222222222
E01002762,173,145,1861,1954,0.08853633572159672,0.07791509940891994
E01002763,198,137,1311,1447,0.13683483068417415,0.10450038138825324
E01002764,148,132,1839,1776,0.08333333333333333,0.07177814029363784
E01002765,224,332,2877,2512,0.08917197452229299,0.1153979840111227
E01002766,115,213,2191,1798,0.06395995550611791,0.09721588315837518
E01002767,106,153,2167,2040,0.05196078431372549,0.07060452238117212
E01002768,107,123,1649,1598,0.06695869837296621,0.07459066100667071
E01002769,114,114,1874,2053,0.05552849488553337,0.060832443970117396
E01002770,477,528,1894,1537,0.3103448275862069,0.2787750791974657
E01002771,100,135,1574,1478,0.06765899864682003,0.08576874205844981
E01002772,195,293,1885,1845,0.10569105691056911,0.15543766578249338
E01002773,78,135,1669,1383,0.05639913232104121,0.08088675853804674
E01002774,148,215,2119,2096,0.07061068702290077,0.10146295422369042
E01002775,110,155,1391,1435,0.07665505226480836,0.11143062544931703
E01002776,168,152,1881,1666,0.10084033613445378,0.08080808080808081
E01002777,114,132,1687,1620,0.07037037037037037,0.07824540604623592
E01002778,159,139,1958,1773,0.08967851099830795,0.07099080694586313
E01002779,197,188,1769,1893,0.10406761753829899,0.10627473148671567
E01002780,117,119,1695,1640,0.07134146341463414,0.07020648967551622
E01002781,93,111,1751,1351,0.0688378978534419,0.0633923472301542
E01002782,94,147,1418,1525,0.06163934426229508,0.10366713681241185
E01002783,168,169,1662,1495,0.11237458193979934,0.10168471720818291
E01002784,142,138,1804,1787,0.07946278679350867,0.07649667405764966
E01002785,223,149,1866,1947,0.1145351823317925,0.07984994640943194
E01002786,180,165,1950,1804,0.09977827050997783,0.08461538461538462
E01002787,101,84,1440,1621,0.06230721776681061,0.058333333333333334
E01002788,147,119,1792,1848,0.07954545454545454,0.06640625
E01002789,129,122,1862,1857,0.06946688206785137,0.06552094522019335
E01002790,155,156,1427,1434,0.10808926080892609,0.10932025227750526
E01002791,259,212,1870,1547,0.167420814479638,0.11336898395721925
E01002792,293,222,1863,1870,0.15668449197860962,0.11916264090177134
E01002793,276,224,1854,1906,0.14480587618048268,0.12081984897518878
E01002794,1230,672,2028,1780,0.6910112359550562,0.33136094674556216
E01002795,540,500,1946,1998,0.2702702702702703,0.2569373072970195
E01002796,83,105,1112,1041,0.07973102785782901,0.09442446043165467
E01002797,216,209,1835,1877,0.11507725093233884,0.11389645776566758
E01002798,197,162,1961,1966,0.10020345879959308,0.08261091279959204
E01002799,171,171,1933,1834,0.09323882224645584,0.08846352819451629
E01002800,129,139,1770,1055,0.12227488151658768,0.07853107344632769
E01002801,307,243,1454,1557,0.19717405266538215,0.1671251719394773
E01002802,163,108,1880,1481,0.1100607697501688,0.0574468085106383
E01002804,155,148,1585,1660,0.09337349397590361,0.09337539432176656
E01002805,238,229,1463,1583,0.15034744156664562,0.15652768284347232
E01002806,103,100,1652,1598,0.06445556946182729,0.06053268765133172
E01002807,119,135,1692,1737,0.06850892343120323,0.0797872340425532
E01002808,167,156,1914,1911,0.08738880167451596,0.08150470219435736
E01002809,112,114,1677,1645,0.06808510638297872,0.06797853309481217
E01002810,198,215,1742,1646,0.12029161603888214,0.12342135476463835
E01002811,115,120,1706,1542,0.07457846952010376,0.07033997655334115
E01002812,67,101,1486,1913,0.035023523261892314,0.06796769851951548
E01002813,105,69,1518,1762,0.05959137343927355,0.045454545454545456
E01002814,221,310,2255,1948,0.11344969199178645,0.13747228381374724
E01002815,58,92,1165,1428,0.04061624649859944,0.07896995708154507
E01002816,129,107,1038,1360,0.09485294117647058,0.10308285163776493
E01002817,211,143,1402,1597,0.13212273011897308,0.10199714693295292
E01002818,605,753,1401,1993,0.30356246864024083,0.5374732334047109
E01002819,850,501,1106,1588,0.535264483627204,0.45298372513562385
E01002821,459,339,1132,1435,0.31986062717770036,0.299469964664311
E01002823,139,113,1239,1365,0.10183150183150183,0.09120258272800645
E01002824,61,57,1250,1518,0.04018445322793149,0.0456
E01002825,180,136,1807,1928,0.09336099585062241,0.0752628666297731
E01002826,313,400,1281,1548,0.20219638242894056,0.312256049960968
E01002827,404,257,1701,1812,0.2229580573951435,0.15108759553204
E01002828,111,115,1202,1330,0.08345864661654136,0.0956738768718802
E01002829,158,127,1365,1464,0.10792349726775956,0.09304029304029304
E01002830,215,249,1706,1765,0.12181303116147309,0.14595545134818289
E01002831,518,388,1748,1967,0.26334519572953735,0.2219679633867277
E01002832,295,191,1654,1695,0.17404129793510326,0.1154776299879081
E01002833,367,221,1216,1457,0.25188743994509266,0.18174342105263158
E01002834,107,105,1276,1429,0.0748775367389783,0.0822884012539185
E01002835,404,374,1404,1557,0.2594733461785485,0.26638176638176636
E01002836,160,114,1297,1397,0.1145311381531854,0.08789514263685427
E01002837,48,55,1040,1359,0.03532008830022075,0.052884615384615384
E01002839,85,161,1558,1562,0.05441741357234315,0.10333761232349166
E01002840,107,135,1045,1379,0.0775924583031182,0.1291866028708134
E01002841,156,131,1212,1373,0.11361981063364894,0.10808580858085809
E01002842,40,47,1036,1251,0.0319744204636291,0.045366795366795366
E01002843,255,180,1324,1231,0.20714865962632006,0.13595166163141995
E01002844,142,137,1147,1366,0.10395314787701318,0.11944202266782912
E01002845,70,130,1189,1357,0.051584377302873984,0.10933557611438183
E01002846,117,162,1320,1319,0.0887035633055345,0.12272727272727273
E01002847,101,166,1420,1597,0.06324358171571696,0.11690140845070422
E01002848,99,103,1259,1566,0.06321839080459771,0.0818109610802224
E01002849,158,130,1527,1526,0.10353866317169069,0.08513425016371971
E01002850,275,324,1451,1464,0.1878415300546448,0.22329427980702962
E01002851,216,213,1340,1639,0.13178767541183647,0.15895522388059702
E01002852,427,422,2244,1898,0.2249736564805058,0.18805704099821746
E01002853,95,89,1462,1094,0.08683729433272395,0.06087551299589603
E01002854,167,166,1102,1121,0.14897413024085637,0.15063520871143377
E01002855,265,177,1589,1726,0.15353418308227115,0.11139081183134046
E01002856,273,217,1420,1727,0.1580775911986103,0.1528169014084507
E01002857,94,177,1392,1358,0.06921944035346098,0.1271551724137931
E01002858,144,170,1351,1258,0.11446740858505565,0.12583271650629163
E01002859,307,306,1239,1624,0.18903940886699508,0.2469733656174334
E01002860,147,114,1119,1505,0.09767441860465116,0.10187667560321716
E01002861,184,158,1277,1417,0.12985179957657023,0.12372748629600626
E01002862,51,84,1099,1540,0.033116883116883114,0.07643312101910828
E01002863,93,90,1109,1446,0.06431535269709543,0.0811541929666366
E01002864,150,113,1477,1494,0.10040160642570281,0.07650643195666892
E01002865,188,271,1445,1382,0.13603473227206947,0.1875432525951557
E01002866,127,105,1827,1740,0.07298850574712644,0.05747126436781609
E01002867,200,182,1709,1968,0.1016260162601626,0.10649502633118783
E01002868,90,67,1373,1650,0.05454545454545454,0.04879825200291333
E01002869,142,131,1721,1502,0.09454061251664447,0.07611853573503777
E01002870,136,254,1574,1386,0.09812409812409813,0.1613722998729352
E01002871,252,200,1454,1679,0.15008933889219775,0.1375515818431912
E01002872,103,82,1360,1440,0.07152777777777777,0.060294117647058824
E01002873,146,80,1381,1329,0.10985703536493605,0.05792903692976104
E01002874,105,86,1088,1447,0.07256392536281962,0.07904411764705882
E01002875,100,89,1295,1388,0.07204610951008646,0.06872586872586872
E01002876,127,115,1802,1715,0.07405247813411078,0.06381798002219756
E01002877,181,224,2230,1712,0.10572429906542057,0.10044843049327354
E01002878,155,197,1453,1616,0.09591584158415842,0.13558155540261527
E01002879,215,112,1969,1529,0.1406147809025507,0.056881665820213305
E01002880,96,130,1117,1542,0.0622568093385214,0.11638316920322292
E01002881,101,85,1348,1402,0.07203994293865906,0.06305637982195846
E01002882,152,111,1068,1336,0.11377245508982035,0.10393258426966293
E01002883,378,239,1494,1819,0.20780648708081365,0.15997322623828647
E01002884,484,209,1407,1405,0.34448398576512457,0.14854299928926795
E01002885,161,92,1301,1530,0.10522875816993464,0.07071483474250577
E01002886,207,121,1310,1537,0.1346779440468445,0.09236641221374046
E01002887,141,95,1053,1401,0.1006423982869379,0.09021842355175688
E01002888,113,138,1585,2066,0.05469506292352372,0.08706624605678233
E01002889,386,474,1566,1286,0.3001555209953344,0.30268199233716475
E01002890,87,75,1381,1785,0.04873949579831933,0.05430847212165098
E01002891,75,94,1174,1448,0.05179558011049724,0.08006814310051108
E01002892,120,107,1281,1821,0.06589785831960461,0.08352849336455893
E01002893,91,112,1582,1766,0.051528878822197054,0.07079646017699115
E01002894,147,140,1289,1396,0.10530085959885387,0.10861132660977502
E01002896,144,105,1571,1735,0.0829971181556196,0.0668364099299809
E01002897,98,94,1517,1313,0.07463823305407463,0.06196440342781806
E01002898,97,69,1708,1593,0.06089139987445072,0.04039812646370024
E01002899,191,153,1267,1354,0.1410635155096012,0.12075769534333071
E01002900,92,106,1701,1431,0.06429070580013976,0.06231628453850676
E01002901,78,66,1100,1227,0.06356968215158924,0.06
E01002902,301,549,1235,1694,0.17768595041322313,0.4445344129554656
E01002903,206,235,1285,1506,0.13678618857901725,0.1828793774319066
E01002904,56,82,1304,1176,0.047619047619047616,0.06288343558282208
E01002905,131,123,1673,1552,0.08440721649484537,0.07352062163777645
E01002906,219,324,1785,1677,0.13059033989266547,0.1815126050420168
E01002907,65,89,1277,1370,0.04744525547445255,0.0696945967110415
E01002908,119,101,1408,1385,0.08592057761732852,0.07173295454545454
E01002909,132,134,2133,2122,0.06220546654099906,0.06282231598687295
E01002910,72,99,1363,1382,0.05209840810419682,0.07263389581804842
E01002911,239,230,1271,1639,0.14582062233068943,0.1809598741148702
E01002912,268,294,1510,1681,0.15942891136228435,0.1947019867549669
E01002913,109,131,1783,1886,0.057794273594909865,0.07347167694896242
E01002914,307,214,1199,1551,0.19793681495809157,0.17848206839032527
E01002915,46,27,1406,1303,0.035303146584804296,0.019203413940256046
E01002916,44,60,1491,1483,0.029669588671611596,0.04024144869215292
E01002917,27,27,1433,1398,0.019313304721030045,0.01884159106769016
E01002918,53,49,1762,1762,0.030079455164585697,0.027809307604994324
E01002919,197,205,2016,1712,0.11507009345794393,0.10168650793650794
E01002920,29,47,1587,1605,0.01806853582554517,0.029615626969124134
E01002921,67,85,1691,1566,0.042784163473818644,0.050266114725014785
E01002922,41,46,1648,1639,0.025015253203172667,0.027912621359223302
E01002923,90,121,1680,1571,0.05728835136855506,0.07202380952380952
E01002924,11,33,1555,1527,0.007203667321545514,0.02122186495176849
E01002925,51,87,1561,1637,0.031154551007941355,0.05573350416399744
E01002926,40,29,1627,1535,0.026058631921824105,0.01782421634910879
E01002927,57,38,1699,1554,0.03667953667953668,0.022366097704532076
E01002928,93,92,1958,1602,0.05805243445692884,0.04698672114402452
E01002929,95,127,1714,1632,0.05821078431372549,0.07409568261376896
E01002930,266,238,1951,1712,0.15537383177570094,0.12198872373141978
E01002931,71,93,2010,1854,0.038295577130528585,0.04626865671641791
E01002932,115,143,2050,1769,0.06500847936687394,0.06975609756097562
E01002933,63,94,2032,2007,0.03139013452914798,0.04625984251968504
E01002934,45,59,1906,1823,0.024684585847504114,0.030954879328436515
E01002935,108,105,1891,1789,0.06036892118501956,0.05552617662612375
E01002937,58,47,1815,1746,0.033218785796105384,0.025895316804407712
E01002938,65,70,1993,1951,0.03331624807790876,0.035122930255895635
E01002939,115,71,1665,1555,0.07395498392282958,0.04264264264264264
E01002940,52,49,1687,1581,0.03289057558507274,0.029045643153526972
E01002941,111,76,1628,1481,0.074949358541526,0.04668304668304668
E01002942,45,34,1403,1369,0.03287070854638422,0.024233784746970778
E01002943,51,60,1458,1392,0.036637931034482756,0.0411522633744856
E01002944,52,54,1340,1364,0.03812316715542522,0.04029850746268657
E01002945,51,42,1553,1561,0.03267136450992953,0.02704443013522215
E01002946,38,43,1509,1500,0.025333333333333333,0.028495692511597084
E01002947,46,65,1647,1610,0.02857142857142857,0.03946569520340012
E01002948,218,151,2228,2101,0.10376011423131842,0.0677737881508079
E01002949,57,64,1836,1867,0.03053026245313337,0.034858387799564274
E01002950,76,66,1658,1607,0.04729309271935283,0.039806996381182146
E01002951,42,43,1474,1517,0.027686222808174028,0.029172320217096336
E01002952,84,67,1399,1533,0.0547945205479452,0.04789135096497498
E01002953,73,78,1346,1305,0.055938697318007664,0.05794947994056464
E01002954,120,181,1369,1293,0.09280742459396751,0.13221329437545654
E01002955,54,130,1493,1380,0.0391304347826087,0.087073007367716
E01002956,56,77,1388,1605,0.03489096573208723,0.05547550432276657
E01002957,103,90,1595,1722,0.05981416957026713,0.05642633228840126
E01002958,51,38,1753,1683,0.030303030303030304,0.02167712492869367
E01002959,42,28,1382,1431,0.029350104821802937,0.020260492040520984
E01002960,72,73,1586,1630,0.044171779141104296,0.046027742749054225
E01002961,57,46,1760,1747,0.03262736119061248,0.026136363636363635
E01002962,40,61,1600,1525,0.02622950819672131,0.038125
E01002963,51,52,1813,1736,0.0293778801843318,0.028681742967457253
E01002964,570,425,2510,2242,0.2542372881355932,0.1693227091633466
E01002965,181,220,2542,2338,0.07741659538066724,0.08654602675059009
E01002966,80,86,2011,1906,0.04197271773347324,0.04276479363500746
E01002967,53,56,1880,1873,0.02829684997330486,0.029787234042553193
E01002968,2665,2247,2937,2651,1.005281026027914,0.7650663942798774
E01002969,90,173,1875,1751,0.05139920045688178,0.09226666666666666
E01002970,105,117,1767,1578,0.06653992395437262,0.06621392190152801
E01002971,86,154,1803,1718,0.050058207217694994,0.08541320022185246
E01002972,169,182,2049,1821,0.0928061504667765,0.08882381649585164
E01002973,97,78,1598,1377,0.07044299201161947,0.04881101376720901
E01002974,111,136,2042,1899,0.05845181674565561,0.06660137120470128
E01002975,70,75,1459,1383,0.05061460592913955,0.05140507196710076
E01002976,19,35,1661,1658,0.011459589867310011,0.02107164358819988
E01002977,87,86,1692,1675,0.051940298507462686,0.0508274231678487
E01002978,68,69,1876,1760,0.038636363636363635,0.036780383795309166
E01002979,34,40,1533,1547,0.02197802197802198,0.02609262883235486
E01002980,34,26,1450,1405,0.024199288256227757,0.01793103448275862
E01002981,34,44,1618,1549,0.02194964493221433,0.027194066749072928
E01002982,64,47,1493,1429,0.04478656403079076,0.03148024112525117
E01002983,49,79,1730,1631,0.030042918454935622,0.04566473988439306
E01002984,52,79,1423,1417,0.03669724770642202,0.05551651440618412
E01002985,81,83,1705,1660,0.04879518072289157,0.04868035190615836
E01002986,53,47,1380,1274,0.041601255886970175,0.034057971014492754
E01002987,260,270,1876,1714,0.1516919486581097,0.1439232409381663
E01002988,92,62,1660,1914,0.04806687565308255,0.03734939759036145
E01002989,63,69,1893,1853,0.033998920669185105,0.03645007923930269
E01002990,71,40,1705,1693,0.04193738924985233,0.02346041055718475
E01002991,41,52,1529,1621,0.025293028994447873,0.034009156311314584
E01002992,38,61,1562,1763,0.021554169030062395,0.03905249679897567
E01002993,26,41,1569,1535,0.016938110749185668,0.026131293817718292
E01002994,26,43,1531,1502,0.017310252996005325,0.028086218158066622
E01002995,27,40,1593,1469,0.018379850238257316,0.025109855618330193
E01002996,43,51,1580,1519,0.028308097432521395,0.032278481012658226
E01002997,41,39,1490,1462,0.0280437756497948,0.026174496644295303
E01002998,51,55,1584,1538,0.03315994798439532,0.034722222222222224
E01002999,75,71,1534,1461,0.0513347022587269,0.046284224250325946
E01003000,92,160,1896,1553,0.0592401802962009,0.08438818565400844
E01003001,80,99,1915,1832,0.043668122270742356,0.051697127937336815
E01003002,94,102,1936,1828,0.05142231947483589,0.05268595041322314
E01003003,192,255,1740,1557,0.1233140655105973,0.14655172413793102
E01003004,49,87,1636,1583,0.03095388502842704,0.053178484107579464
E01003005,39,67,1533,1495,0.02608695652173913,0.04370515329419439
E01003006,55,57,1532,1499,0.03669112741827885,0.03720626631853786
E01003007,36,40,1635,1517,0.023731048121292023,0.024464831804281346
E01003008,35,36,1481,1433,0.024424284717376135,0.024307900067521943
E01003009,52,55,2046,1895,0.027440633245382585,0.026881720430107527
E01003010,71,64,1389,1498,0.04739652870493992,0.04607631389488841
E01003011,92,120,1683,1747,0.05266170578133944,0.07130124777183601
E01003013,915,1138,1934,1661,0.5508729680915111,0.5884177869700103
E01003014,214,208,1530,1539,0.13905133203378817,0.13594771241830064
E01003015,103,97,1757,1602,0.06429463171036205,0.05520774046670461
E01003016,251,335,1214,1367,0.18361375274323335,0.2759472817133443
E01003017,367,355,1674,1667,0.22015596880623875,0.2120669056152927
E01003018,272,215,2006,2093,0.12995699952221693,0.10717846460618145
E01003019,154,131,2043,2105,0.07315914489311164,0.06412139011257954
E01003020,264,293,1787,1784,0.14798206278026907,0.16396194739787354
E01003021,161,196,2167,1902,0.08464773922187172,0.0904476234425473
E01003022,120,108,1598,1756,0.0683371298405467,0.06758448060075094
E01003023,213,228,2584,2387,0.08923334729786343,0.08823529411764706
E01003024,159,163,1809,1810,0.08784530386740332,0.09010503040353787
E01003025,119,114,2069,2077,0.05729417428984112,0.055099081681971966
E01003026,163,230,1536,1497,0.10888443553774214,0.14973958333333334
E01003027,97,50,1393,1380,0.07028985507246377,0.03589375448671931
E01003028,90,85,1485,1482,0.06072874493927125,0.05723905723905724
E01003029,117,120,1845,1822,0.06421514818880351,0.06504065040650407
E01003030,149,190,1718,1807,0.08245711123408965,0.11059371362048893
E01003031,85,121,1541,1676,0.05071599045346062,0.07852044127190136
E01003032,332,225,1711,1759,0.18874360432063672,0.1315020455873758
E01003033,104,69,1635,1533,0.06784083496412263,0.04220183486238532
E01003034,130,83,1618,1768,0.07352941176470588,0.051297898640296664
E01003035,916,495,1671,1575,0.5815873015873015,0.296229802513465
E01003036,126,83,1766,1624,0.07758620689655173,0.04699886749716874
E01003037,211,181,1465,1397,0.15103793843951324,0.12354948805460751
E01003038,213,104,1713,1527,0.13948919449901767,0.06071220081727963
E01003039,384,317,2027,2057,0.18667963052989792,0.15638875185002465
E01003040,88,86,1240,1299,0.06774441878367975,0.06935483870967742
E01003041,417,316,1547,1627,0.256299938537185,0.20426632191338073
E01003042,91,85,1095,1051,0.08658420551855375,0.0776255707762557
E01003043,114,106,1649,1651,0.06904906117504543,0.06428138265615524
E01003044,57,80,1390,1241,0.04593070104754231,0.05755395683453238
E01003045,173,161,2020,1980,0.08737373737373737,0.0797029702970297
E01003046,137,102,1609,1749,0.07833047455688966,0.06339341205717837
E01003047,1152,1350,1798,1641,0.7020109689213894,0.7508342602892102
E01003048,207,142,1881,1775,0.11661971830985915,0.07549175970228601
E01003049,162,181,1726,1710,0.09473684210526316,0.10486674391657011
E01003050,237,184,1573,1666,0.14225690276110445,0.11697393515575334
E01003051,292,284,2079,1655,0.17643504531722054,0.13660413660413662
E01003052,366,164,2216,1828,0.20021881838074398,0.0740072202166065
E01003053,229,162,1681,1743,0.13138267355134825,0.09637120761451518
E01003054,226,155,2218,1858,0.1216361679224973,0.06988277727682597
E01003055,474,567,1618,1501,0.3157894736842105,0.3504326328800989
E01003056,114,132,1680,1957,0.05825242718446602,0.07857142857142857
E01003057,166,97,1736,1694,0.09799291617473435,0.05587557603686636
E01003058,170,159,1984,1962,0.08664627930682976,0.08014112903225806
E01003059,180,162,2235,1634,0.11015911872705018,0.07248322147651007
E01003060,173,109,1715,1568,0.11033163265306123,0.06355685131195335
E01003061,697,323,1327,1259,0.5536139793486894,0.24340617935192163
E01003062,249,176,1781,1671,0.1490125673249551,0.09882088714205503
E01003063,166,154,1401,1437,0.11551844119693806,0.10992148465381871
E01003064,120,95,1435,1540,0.07792207792207792,0.06620209059233449
E01003065,137,131,1679,1481,0.0925050641458474,0.07802263251935676
E01003066,213,156,1889,1685,0.12640949554896141,0.08258337744838538
E01003067,125,106,1557,1478,0.08457374830852503,0.0680796403339756
E01003068,145,101,1573,1592,0.09108040201005026,0.06420851875397329
E01003069,97,115,1324,1363,0.07116654438738078,0.08685800604229607
E01003070,117,122,1565,1496,0.07820855614973261,0.07795527156549521
E01003071,168,97,2321,2282,0.0736196319018405,0.04179233089185696
E01003072,104,71,1799,1839,0.05655247417074497,0.039466370205669815
E01003073,175,174,1572,1705,0.10263929618768329,0.11068702290076336
E01003074,396,336,2339,2359,0.1678677405680373,0.14365113296280463
E01003075,128,119,1710,1634,0.07833537331701346,0.0695906432748538
E01003076,404,476,2660,1929,0.20943494038361846,0.17894736842105263
E01003077,152,112,1825,1805,0.08421052631578947,0.06136986301369863
E01003078,99,103,1656,1579,0.06269791006966434,0.06219806763285024
E01003079,191,212,1679,1791,0.10664433277498604,0.1262656343061346
E01003080,98,62,1680,1606,0.06102117061021171,0.036904761904761905
E01003081,225,196,1833,1787,0.1259093452714046,0.10692853246044735
E01003082,126,108,1394,1457,0.08647906657515443,0.07747489239598278
E01003083,81,73,1535,1504,0.0538563829787234,0.04755700325732899
E01003084,94,74,1514,1622,0.05795314426633785,0.0488771466314399
E01003085,106,83,1828,1729,0.061307113938692884,0.04540481400437637
E01003086,158,116,1530,1608,0.09825870646766169,0.07581699346405228
E01003087,186,159,1603,1658,0.11218335343787696,0.0991890205864005
E01003088,172,106,1588,1835,0.09373297002724795,0.06675062972292191
E01003089,186,188,1946,1892,0.09830866807610994,0.09660842754367935
E01003090,483,263,2366,2298,0.21018276762402088,0.11115807269653423
E01003091,110,60,1677,1678,0.06555423122765197,0.03577817531305903
E01003092,150,122,2333,1793,0.08365867261572783,0.05229318474067724
E01003093,252,249,2223,2374,0.10614995787700084,0.11201079622132254
E01003094,66,93,1567,1554,0.04247104247104247,0.059349074664964904
E01003095,106,78,1634,1854,0.05717367853290183,0.04773561811505508
E01003096,307,358,2098,2098,0.1463298379408961,0.17063870352716873
E01003097,147,102,1586,1683,0.0873440285204991,0.06431273644388398
E01003098,112,70,1489,1565,0.07156549520766774,0.04701141705842848
E01003099,230,177,1683,1603,0.14348097317529632,0.1051693404634581
E01003100,256,145,2026,1963,0.130412633723892,0.07156959526159921
E01003101,137,127,1428,1585,0.08643533123028391,0.08893557422969188
