Area,ethnic_2011,ethnic_2021,education_2011,education_2021,elderly_2011,elderly_2021,unemployed_2011,unemployed_2021,median_house_price_2011,median_house_price_2021,crime_2011,crime_2021,gentrification_score
E01002849,0.278,0.278,0.404,0.301,0.094,0.116,0.044479746,0.081585082,675000,1026500,0.103538663,0.08513425,-0.644227546
E01002893,0.228,0.315,0.447,0.337,0.104,0.13,0.061170213,0.091743119,560000,817500,0.051528879,0.07079646,-0.820859943
E01002894,0.234,0.33,0.343,0.342,0.081,0.088,0.053467001,0.06940874,570000,940000,0.10530086,0.108611327,-0.209440637
E01002898,0.182,0.164,0.424,0.383,0.143,0.114,0.042444822,0.102288984,985000,1700000,0.0608914,0.040398126,0.092630765
E01002899,0.206,0.316,0.527,0.447,0.187,0.2,0.067970205,0.101774043,599000,745000,0.141063516,0.120757695,-0.728244998
E01002900,0.139,0.187,0.403,0.285,0.138,0.265,0.042608696,0.052123552,1585000,1690000,0.064290706,0.062316285,-1.270378969
E01002901,0.114,0.114,0.531,0.448,0.416,0.449,0.050257732,0.10125261,950000,1500000,0.063569682,0.06,-0.395737982
E01002902,0.189,0.272,0.418,0.339,0.148,0.209,0.048124558,0.083409716,850000,1375000,0.17768595,0.444534413,-0.871267403
E01002903,0.114,0.15,0.334,0.315,0.154,0.18,0.030586236,0.070046083,3377000,3380250,0.136786189,0.182879377,-1.007141671
E01002844,0.179,0.18,0.43,0.364,0.17,0.21,0.044424297,0.078973346,1185000,1775000,0.103953148,0.119442023,-0.482433396
E01002845,0.226,0.278,0.474,0.368,0.181,0.166,0.069852941,0.105571848,747500,1195000,0.051584377,0.109335576,-0.348592823
E01002910,0.185,0.249,0.488,0.428,0.199,0.187,0.064456722,0.088161209,905000,1120000,0.052098408,0.072633896,-0.409956231
E01002911,0.139,0.155,0.399,0.309,0.082,0.157,0.042780749,0.084808947,2712500,3495000,0.145820622,0.180959874,-1.143866936
E01002914,0.139,0.197,0.421,0.343,0.198,0.192,0.039462636,0.109343936,1130000,2487500,0.197936815,0.178482068,-0.5839391
E01002838,0.227,0.445219575,0.586,0.537669242,0.077,0.125633398,0.08169464,0.102151742,1026000,1325000,0.085342529,0.079747003,-0.941735775
E01002895,0.104,0.445219575,0.37,0.537669242,0.112,0.125633398,0.08169464,0.102151742,1237500,2950000,0.085342529,0.079747003,-0.182833541
E01002896,0.172,0.225,0.343,0.316,0.081,0.097,0.033217993,0.06491612,765000,1065000,0.082997118,0.06683641,-0.692550519
E01002897,0.204,0.191,0.435,0.375,0.092,0.105,0.049866429,0.068835098,400000,905000,0.074638233,0.061964403,0.066697533
E01002912,0.189,0.281,0.419,0.358,0.174,0.177,0.043445693,0.060560182,765000,860133,0.159428911,0.194701987,-0.686742683
E01002840,0.351,0.514,0.661,0.525,0.211,0.235,0.115853659,0.139110604,495000,630000,0.077592458,0.129186603,-0.631193314
E01002841,0.258,0.315,0.588,0.45,0.09,0.146,0.071681416,0.10351377,680000,865000,0.113619811,0.108085809,-0.964825924
E01002842,0.542,0.623,0.756,0.65,0.132,0.186,0.183206107,0.220763723,299950,500000,0.03197442,0.045366795,-0.353441406
E01002843,0.424,0.497,0.661,0.589,0.13,0.186,0.110062893,0.164695177,472500,500000,0.20714866,0.135951662,-0.846915215
E01002913,0.281,0.347,0.471,0.346,0.091,0.109,0.074754098,0.098930481,732500,700000,0.057794274,0.073471677,-1.007417084
E01001874,0.422,0.445219575,0.617,0.537669242,0.089,0.125633398,0.08169464,0.102151742,385000,1005000,0.085342529,0.079747003,-0.074634858
E01001875,0.472,0.531,0.759,0.657,0.107,0.109,0.140377358,0.162162162,265000,512500,0.109357998,0.103373232,0.06387633
E01001876,0.593,0.616,0.619,0.54,0.061,0.067,0.13368984,0.166422645,260000,500000,0.132399458,0.121237813,0.010128997
E01001877,0.549,0.539,0.668,0.568,0.082,0.094,0.098943324,0.107732407,190000,410000,0.132736764,0.138252149,0.169839794
E01001878,0.463,0.513,0.784,0.65,0.098,0.119,0.129471891,0.143514965,290000,600000,0.049970256,0.07749535,-0.061274596
E01001955,0.517,0.557,0.754,0.582,0.107,0.104,0.166795966,0.151943463,445500,392000,0.089147287,0.08456057,-0.377229176
E01001957,0.649,0.75,0.799,0.683,0.077,0.094,0.149444919,0.174019608,190000,500000,0.066171923,0.057442866,-0.006574607
E01001958,0.684,0.717,0.797,0.667,0.057,0.069,0.163527397,0.15560472,210000,332500,0.056592414,0.070561018,0.004495762
E01001961,0.666,0.723,0.772,0.666,0.074,0.08,0.184659091,0.144189992,192000,500000,0.090322581,0.107298815,0.583667774
E01001954,0.386,0.422,0.58,0.492,0.109,0.121,0.083261058,0.121654501,499999,790000,0.08852459,0.083879423,-0.311847628
E01001956,0.338,0.41,0.608,0.538,0.124,0.129,0.087064677,0.110055424,461500,680000,0.080625,0.06875,-0.232058976
E01001959,0.498,0.561,0.726,0.567,0.114,0.1,0.137681159,0.133456335,360000,612500,0.07176196,0.065853659,0.191179135
E01001960,0.328,0.378,0.471,0.405,0.062,0.063,0.052665382,0.078093977,355000,675000,0.090042373,0.08540724,-0.162652356
E01001943,0.391,0.483,0.527,0.442,0.067,0.073,0.086509377,0.095090439,557500,795000,1.129544291,0.779325843,-0.256474589
E01001944,0.613,0.649,0.695,0.607,0.106,0.097,0.154147105,0.16928839,249000,500000,0.082889284,0.113365155,0.304897489
E01001945,0.314,0.365,0.517,0.41,0.092,0.102,0.063721941,0.078928823,337500,650000,0.105504587,0.091824645,-0.210637392
E01001946,0.355,0.405,0.509,0.414,0.074,0.077,0.07218845,0.083023544,407500,903000,0.067076923,0.075052854,0.026333756
E01001862,0.423,0.452,0.585,0.473,0.081,0.092,0.09762901,0.098469727,340000,412500,0.075749011,0.084080717,-0.25329123
E01001940,0.432,0.465,0.563,0.497,0.084,0.113,0.089852827,0.128735632,298225,400000,0.115193026,0.115309446,-0.508000265
E01001941,0.345,0.41,0.435,0.392,0.037,0.061,0.069081154,0.077949438,315000,550500,0.42627824,0.272315653,-0.347649876
E01001942,0.365,0.381,0.517,0.448,0.075,0.079,0.07211848,0.083854819,321250,644500,0.124396783,0.099118943,0.114945859
E01001858,0.356,0.386,0.591,0.48,0.1,0.099,0.064538515,0.09114249,250000,445000,0.086932447,0.07943662,-0.152561272
E01001860,0.461,0.493,0.608,0.532,0.067,0.078,0.108757062,0.115251898,257500,437500,0.097862767,0.158767773,0.006283671
E01001861,0.436,0.469,0.58,0.474,0.09,0.1,0.093299406,0.131993007,321300,915000,0.096795728,0.099066762,-0.038287575
E01001863,0.254,0.285,0.493,0.409,0.07,0.102,0.048519737,0.068067227,496625,810000,0.07254902,0.083393764,-0.528172852
E01001864,0.295,0.334,0.536,0.436,0.102,0.113,0.067246835,0.093322607,609000,590820,0.059085133,0.07010582,-0.753655566
E01001852,0.266,0.321,0.35,0.338,0.063,0.098,0.035736677,0.061820652,375000,552500,0.080446927,0.080725907,-0.664648206
E01001853,0.212,0.27,0.357,0.344,0.061,0.089,0.040963855,0.071656051,357475,765000,0.081433225,0.065941536,-0.462826476
E01001854,0.291,0.365,0.442,0.382,0.08,0.079,0.055555556,0.062216461,295000,500000,0.103488372,0.08409611,-0.044209746
E01001857,0.472,0.53,0.613,0.543,0.114,0.116,0.11814346,0.139605463,204000,400000,0.351314902,0.292714378,0.080677955
E01001859,0.416,0.45,0.508,0.424,0.049,0.059,0.099228792,0.089076418,362500,525000,0.034428176,0.051291513,-0.019662727
E01001865,0.281,0.269,0.496,0.374,0.083,0.101,0.053834808,0.069858713,447500,814375,0.053571429,0.061341853,-0.238688407
E01001927,0.161,0.163,0.411,0.326,0.128,0.19,0.033484163,0.051020408,1250000,1828900,0.068529607,0.048175182,-0.62650327
E01001930,0.289,0.339,0.51,0.435,0.183,0.202,0.086925287,0.136239782,400000,550000,0.083107007,0.07008547,-0.503206942
E01001895,0.305,0.309,0.489,0.397,0.076,0.11,0.043720191,0.098415346,470000,1010500,0.07,0.083840433,-0.574648608
E01001896,0.37,0.359,0.555,0.404,0.095,0.115,0.06023166,0.100081367,405000,720000,0.087459807,0.092020129,-0.477707837
E01001897,0.22,0.264,0.405,0.403,0.087,0.13,0.037683824,0.070500928,862500,1485000,0.081674674,0.067961165,-0.548691471
E01001929,0.142,0.189,0.36,0.308,0.096,0.125,0.030643514,0.053875236,650000,1160000,0.089968153,0.074561404,-0.641066621
E01001851,0.164,0.219,0.368,0.296,0.075,0.095,0.026045777,0.06122449,800000,1522500,0.081081081,0.047619048,-0.804948307
E01001855,0.21,0.275,0.384,0.333,0.06,0.082,0.050964187,0.068797776,427500,645000,0.084877466,0.069963812,-0.57981769
E01001856,0.356,0.389,0.499,0.45,0.056,0.085,0.115913556,0.114925373,1512500,660000,0.108333333,0.105423522,-1.817966457
E01001869,0.174,0.254,0.365,0.305,0.131,0.178,0.03875969,0.056569343,1500000,1500000,0.082335329,0.142343638,-1.090555592
E01001873,0.307,0.372,0.498,0.428,0.091,0.108,0.074893617,0.092667204,362500,630000,0.085499316,0.060288336,-0.262887002
E01001928,0.288,0.353,0.484,0.401,0.096,0.115,0.077579519,0.064059339,864000,712500,0.129164231,0.073829201,-0.557910368
E01001931,0.401,0.356,0.441,0.332,0.059,0.094,0.088464874,0.077338129,290000,333000,0.072909699,0.066255778,-0.301248658
E01001932,0.287,0.364,0.452,0.351,0.077,0.092,0.059778598,0.072687225,486000,641000,0.264742015,0.207933461,-0.598112967
E01001933,0.273,0.298,0.447,0.38,0.148,0.154,0.068466731,0.11179173,415000,700000,0.13115997,0.087327643,-0.279577612
E01001866,0.346,0.392,0.438,0.38,0.102,0.139,0.064269319,0.085714286,630000,905000,0.133544304,0.09587217,-0.482489443
E01001867,0.438,0.467,0.459,0.413,0.199,0.233,0.06858202,0.116166505,330000,460000,0.052708638,0.049361702,-0.446415805
E01001868,0.454,0.504,0.697,0.601,0.085,0.13,0.107619048,0.138964578,306000,600000,0.074515648,0.094896332,-0.340658865
E01001870,0.381,0.417,0.395,0.354,0.053,0.076,0.049076212,0.068898905,379250,550000,0.076406815,0.072195704,-0.482034113
E01001871,0.395,0.425,0.43,0.339,0.118,0.131,0.069801616,0.084862385,517250,740000,0.072490706,0.062992126,-0.314720785
E01001872,0.332,0.338,0.414,0.329,0.067,0.114,0.065217391,0.076986077,395000,548750,0.079876161,0.062357414,-0.561076326
E01001893,0.404,0.496,0.66,0.516,0.084,0.1,0.119667014,0.124099279,320000,800000,0.120703437,0.089683075,-0.060269123
E01001894,0.348,0.405,0.563,0.427,0.102,0.101,0.097765363,0.111111111,485000,460000,0.292296073,0.242761693,-0.62380048
E01001898,0.322,0.404,0.452,0.359,0.081,0.072,0.062027231,0.053092501,466250,652450,0.495309568,0.415238095,0.116648733
E01001899,0.393,0.459,0.687,0.516,0.145,0.128,0.131086142,0.130021914,360000,631000,0.436456064,0.349022005,0.095288316
E01001900,0.359,0.441,0.592,0.568,0.136,0.127,0.079411765,0.130165289,582850,820000,0.185915493,0.122979215,-0.258037072
E01001889,0.234,0.305,0.408,0.355,0.082,0.092,0.044425817,0.048092869,457000,800000,0.089158345,0.080727273,-0.138277698
E01001910,0.298,0.304,0.395,0.352,0.073,0.092,0.045891932,0.048881524,322000,525000,0.074884029,0.073906486,-0.022910975
E01001913,0.154,0.227,0.254,0.249,0.056,0.077,0.013513514,0.031201248,472500,809375,0.106148867,0.086510264,-0.765069173
E01001914,0.328,0.366,0.429,0.381,0.043,0.065,0.055305466,0.070163005,345000,520000,0.168800931,0.10690571,-0.443489911
E01001885,0.56,0.6,0.775,0.678,0.112,0.122,0.182389937,0.149181906,200000,500000,0.058015267,0.08223429,0.530899207
E01001908,0.299,0.283,0.419,0.327,0.039,0.072,0.062668464,0.055335968,410000,585000,0.093235832,0.087278107,-0.251487834
E01001909,0.28,0.341,0.505,0.428,0.087,0.125,0.065693431,0.083175803,385000,798000,0.08852459,0.049605411,-0.355434113
E01001911,0.495,0.54,0.643,0.601,0.085,0.095,0.119664634,0.163517442,352500,385000,0.08569807,0.065344224,-0.442248716
E01001912,0.527,0.61,0.714,0.653,0.078,0.104,0.139650873,0.161373391,310485,500000,0.105361596,0.11446196,-0.235060864
E01001886,0.331,0.383,0.597,0.514,0.085,0.114,0.089030207,0.10550113,675000,775000,0.100063331,0.083979328,-0.578723368
E01001887,0.316,0.407,0.565,0.543,0.123,0.142,0.052884615,0.112261146,380000,494975,0.074558535,0.06910299,-0.694535584
E01001890,0.421,0.444,0.426,0.368,0.039,0.056,0.028301887,0.062095731,321000,597500,0.13956044,0.186682521,-0.594442118
E01001892,0.348,0.427,0.584,0.516,0.092,0.1,0.080524345,0.10310219,420000,600000,0.077315828,0.080451128,-0.315779773
E01001880,0.253,0.311,0.52,0.444,0.118,0.11,0.058053966,0.072213501,399950,569500,0.111185532,0.101718213,-0.183300559
E01001881,0.193,0.27,0.414,0.333,0.091,0.099,0.029147982,0.058103976,647250,850000,0.226823239,0.138814736,-0.869054985
E01001882,0.224,0.225,0.391,0.313,0.057,0.076,0.041529334,0.054469274,555000,995746,0.095184136,0.079586877,-0.298580797
E01001883,0.298,0.324,0.542,0.375,0.128,0.112,0.062852538,0.084293511,455000,778500,0.071045576,0.058479532,-0.221541289
E01001884,0.337,0.391,0.546,0.493,0.129,0.133,0.05993266,0.104309806,412070,662500,0.123235613,0.14142539,-0.323116125
E01001888,0.198,0.248,0.459,0.384,0.117,0.118,0.037234043,0.040089087,637500,1200000,0.069667078,0.051265823,-0.007867474
E01001891,0.279,0.337,0.408,0.337,0.068,0.085,0.031719533,0.054512958,390000,795000,0.099068171,0.082907662,-0.49148393
E01001917,0.159,0.218,0.505,0.431,0.163,0.174,0.04,0.089622642,520000,890000,0.074759945,0.050485437,-0.643508202
E01001918,0.192,0.277,0.451,0.386,0.092,0.108,0.038006757,0.066061107,495000,836250,0.074587459,0.05,-0.640002107
E01001919,0.171,0.17,0.452,0.376,0.126,0.164,0.040034813,0.052927025,760000,1375000,0.063895782,0.03022508,-0.224264568
E01001879,0.274,0.342,0.561,0.479,0.094,0.108,0.071836735,0.1014377,495750,903750,0.101820634,0.080711354,-0.340011973
E01001901,0.164,0.192,0.417,0.301,0.07,0.073,0.038643533,0.052434457,873501,1310000,0.077873918,0.05040448,-0.502118558
E01001902,0.202,0.242,0.459,0.395,0.09,0.097,0.047066849,0.054362416,472500,807500,0.070546737,0.053795577,-0.118821255
E01001903,0.336,0.316,0.58,0.48,0.09,0.107,0.099771516,0.095394737,427500,735000,0.116898849,0.095862069,0.160327364
E01001920,0.272,0.338,0.6,0.496,0.16,0.146,0.063794532,0.105919003,345000,507500,0.239417989,0.204968944,-0.386560803
E01001921,0.166,0.237,0.442,0.334,0.088,0.095,0.064464142,0.084297521,902500,1385000,0.128990228,0.096952909,-0.583518429
E01001922,0.162,0.21,0.425,0.312,0.105,0.115,0.042379788,0.070977918,1250876,2260000,0.137414116,0.081014224,-0.634108268
E01001923,0.229,0.278,0.44,0.375,0.106,0.128,0.045723963,0.079841897,622500,1375000,0.109090909,0.069490404,-0.401513283
E01001924,0.134,0.182,0.346,0.283,0.075,0.092,0.028404344,0.050447518,970000,1125000,0.067839196,0.047405509,-0.970308532
E01001947,0.491,0.536,0.704,0.635,0.074,0.099,0.136663525,0.144609991,325000,500000,0.050519031,0.098406098,-0.150092912
E01001948,0.206,0.249,0.375,0.348,0.064,0.085,0.052173913,0.065189873,506250,940000,0.095712861,0.080465855,-0.235561928
E01001949,0.108,0.175,0.358,0.27,0.061,0.071,0.034235669,0.052066116,595000,1055000,0.062621046,0.044397463,-0.756066972
E01001950,0.13,0.171,0.328,0.254,0.062,0.077,0.036704731,0.039082413,730000,1800000,0.09153605,0.082384461,-0.192303063
E01001951,0.203,0.251,0.393,0.341,0.082,0.09,0.058644326,0.057722309,415000,868500,0.078735276,0.072,0.105521357
E01001953,0.287,0.38,0.501,0.414,0.098,0.088,0.061594203,0.097993827,552500,694375,0.291028446,0.199310345,-0.508373108
E01001904,0.156,0.184,0.399,0.313,0.076,0.079,0.035932722,0.042630058,565000,817000,0.076388889,0.052299937,-0.31356706
E01001905,0.152,0.19,0.397,0.351,0.101,0.112,0.028676471,0.055192447,528000,840000,0.068115091,0.045134818,-0.538267477
E01001906,0.177,0.206,0.359,0.304,0.071,0.076,0.025910931,0.049166667,475000,1080000,0.075484765,0.047553411,-0.30030005
E01001907,0.15,0.18,0.386,0.295,0.083,0.116,0.038613861,0.043816943,995000,1640000,0.07208589,0.044461778,-0.485077193
E01001935,0.216,0.258,0.466,0.375,0.086,0.103,0.056943057,0.082207868,456500,781750,0.078421822,0.073782587,-0.461780568
E01001939,0.332,0.445219575,0.638,0.537669242,0.107,0.125633398,0.08169464,0.102151742,460000,822500,0.085342529,0.079747003,-0.348751708
E01032788,0.307,0.334,0.516,0.381,0.055,0.064,0.084474886,0.078787879,480000,637500,0.083783784,0.083387622,-0.256553965
E01032789,0.441,0.533,0.409,0.335,0.028,0.038,0.061422414,0.091463415,407450,657500,0.021682567,0.037688442,-0.60480539
E01032790,0.42,0.49,0.485,0.397,0.087,0.096,0.098062954,0.08960177,650000,830000,0.06684492,0.024657534,-0.146971149
E01001915,0.127,0.159,0.383,0.324,0.128,0.156,0.021842355,0.054008439,618000,1175000,0.137720488,0.111727967,-0.684376396
E01001916,0.094,0.121,0.393,0.344,0.237,0.306,0.026496565,0.044526902,760000,1312500,0.078643579,0.045031056,-0.575051477
E01001926,0.126,0.187,0.366,0.281,0.091,0.124,0.025528169,0.047533632,1240000,1312500,0.086657497,0.04981685,-1.302530372
E01001952,0.202,0.219,0.361,0.324,0.072,0.078,0.031007752,0.041416166,437000,625000,0.097410604,0.075392039,-0.219259007
E01001925,0.159,0.198,0.419,0.348,0.093,0.112,0.027049873,0.049918167,1580000,1440000,0.100185529,0.070641607,-1.12597342
E01001934,0.325,0.354,0.61,0.497,0.102,0.098,0.081234768,0.107533806,699950,496800,0.086260012,0.05775076,-0.921951128
E01001937,0.169,0.211,0.416,0.35,0.09,0.116,0.036440678,0.06366782,810000,800000,0.090859031,0.058043118,-1.051905192
E01001938,0.346,0.405,0.594,0.52,0.079,0.095,0.081952921,0.084134615,498750,735000,0.078745198,0.063430421,-0.160910186
E01004560,0.215,0.27,0.391,0.35,0.08,0.091,0.043949428,0.053211009,460000,852500,0.100305499,0.12780386,-0.155368977
E01004566,0.135,0.19,0.358,0.304,0.124,0.119,0.026943803,0.051034483,500000,770000,0.070208729,0.067736185,-0.546486211
E01004582,0.238,0.319,0.44,0.366,0.1,0.193,0.044227455,0.071797521,680000,975000,0.042890443,0.049010791,-1.019402925
E01004583,0.222,0.295,0.501,0.43,0.217,0.251,0.045226131,0.096153846,565000,780000,0.112222222,0.110601719,-0.802039289
E01004562,0.505,0.445219575,0.658,0.537669242,0.129,0.125633398,0.08169464,0.102151742,222500,830000,0.085342529,0.079747003,0.468933914
E01004563,0.491,0.552,0.624,0.525,0.057,0.063,0.087685364,0.114903299,177500,375000,0.077471967,0.078983834,-0.104526983
E01004564,0.23,0.312,0.46,0.353,0.081,0.08,0.041294643,0.057194461,326500,580000,0.074468085,0.080835118,-0.394363465
E01004567,0.57,0.598,0.642,0.575,0.051,0.071,0.097421203,0.125529661,184000,415000,0.047537473,0.049810046,-0.112326968
E01033098,0.332,0.333,0.351,0.2,0.037,0.033,0.033477322,0.040897098,485050,735883,0.059686888,0.087470449,-0.477356476
E01033100,0.397,0.403,0.585,0.403,0.11,0.082,0.066666667,0.080143541,315000,508700,0.090763052,0.108730584,0.087577493
E01033132,0.419,0.364,0.458,0.274,0.035,0.039,0.055309735,0.050668151,338500,1133100,0.088910134,0.058823529,0.169871484
E01004539,0.551,0.589,0.733,0.617,0.065,0.072,0.115646259,0.113735239,360000,402500,0.076960077,0.075489728,-0.227352423
E01004540,0.301,0.319,0.543,0.431,0.086,0.092,0.063367532,0.07198748,351250,521500,0.111538462,0.096230599,-0.174784716
E01004577,0.189,0.252,0.466,0.384,0.126,0.123,0.032713278,0.069796954,485000,675000,0.068912711,0.050184892,-0.688977889
E01004584,0.559,0.614,0.724,0.619,0.075,0.099,0.125303153,0.132225434,172500,440000,0.053061224,0.062996595,0.053973211
E01004579,0.214,0.272,0.493,0.372,0.104,0.118,0.05629398,0.07716635,725000,697500,0.062345679,0.07079182,-0.967060097
E01004580,0.279,0.307,0.496,0.367,0.091,0.081,0.047619048,0.077966102,322500,424000,0.072961373,0.069561158,-0.469094221
E01004581,0.229,0.257,0.483,0.373,0.111,0.127,0.050290135,0.069142125,288500,558500,0.043907794,0.058035714,-0.319057689
E01033099,0.388,0.384,0.495,0.335,0.06,0.055,0.05561993,0.055487053,359000,570000,0.085907336,0.069569835,-0.003715997
E01033101,0.266,0.445219575,0.311,0.537669242,0.056,0.125633398,0.08169464,0.102151742,490000,654000,0.085342529,0.079747003,-0.484720544
E01033133,0.31,0.36,0.354,0.298,0.045,0.061,0.030680729,0.05476865,430000,546000,0.039101498,0.050905953,-0.816461434
E01004565,0.204,0.284,0.393,0.331,0.064,0.079,0.043037975,0.066031314,352250,610000,0.063089623,0.061978546,-0.584552467
E01004590,0.264,0.345,0.611,0.499,0.124,0.141,0.0688905,0.105964467,400250,765500,0.070938215,0.057507987,-0.452531443
E01004591,0.294,0.32,0.45,0.4,0.072,0.099,0.052561544,0.079975947,381000,582500,0.101714286,0.087117212,-0.475837631
E01004592,0.219,0.289,0.554,0.489,0.131,0.126,0.05351682,0.087229588,485000,847500,0.047677262,0.069444444,-0.294210895
E01004604,0.062,0.126,0.303,0.237,0.092,0.155,0.023333333,0.038523274,1062000,1680000,0.047248804,0.065479975,-1.219317546
E01004605,0.153,0.205,0.42,0.356,0.127,0.16,0.038088125,0.056233062,750000,902500,0.053944316,0.049649217,-0.793382565
